GEOID_2,total_replacements_thru_march,geoid,requires_replacement,pct_requires_replacement,total,Y,N,pct_replaced,pct_poverty,pct_hispanic,pct_white_nonhispanic,pct_black_nonhispanic,pct_asian_nonhispanic,pct_minority,median_household_income,_merge,total_suspected_2021,Block Level LSLR,Breaks Leaks,CIP Sewer and Water Main,Daycare,Equity,Homeowner Initiated,total_replacements_thru_aug,pct_replaced_aug,pct_requiring_replacement_2021,majority_race
17031210601,15.0,17031210601,431.0,86.2,500.0,11.0,489.0,2.2,10.5,43.1,34.2,1.8,18.2,65.8,90357.0,both,446.0,0.0,15.0,0.0,0.0,0.0,5.0,20.0,0.04484304932735426,0.892,no majority
17031210602,7.0,17031210602,614.0,85.3,720.0,6.0,714.0,0.8,11.7,60.8,30.7,4.2,2.9,69.3,93589.0,both,621.0,0.0,7.0,0.0,0.0,0.0,3.0,10.0,0.01610305958132045,0.8625,latino
17031210700,11.0,17031210700,636.0,89.1,714.0,8.0,706.0,1.1,6.2,51.1,43.1,0.8,2.5,56.9,100151.0,both,647.0,0.0,18.0,0.0,0.0,2.0,2.0,22.0,0.03400309119010819,0.9061624649859944,latino
17031210800,5.0,17031210800,167.0,83.5,200.0,6.0,194.0,3.0,8.7,45.8,41.6,2.4,3.4,58.4,92375.0,both,172.0,0.0,2.0,0.0,0.0,1.0,3.0,6.0,0.03488372093023256,0.86,no majority
17031210900,10.0,17031210900,514.0,76.8,669.0,10.0,659.0,1.5,7.8,26.1,57.1,5.6,2.3,42.9,106083.0,both,524.0,0.0,11.0,0.0,0.0,2.0,3.0,16.0,0.030534351145038167,0.7832585949177877,white
17031220300,11.0,17031220300,274.0,70.6,388.0,9.0,379.0,2.3,10.4,25.4,59.3,4.0,6.7,40.7,94654.0,both,285.0,0.0,11.0,0.0,0.0,2.0,2.0,15.0,0.05263157894736842,0.7345360824742269,white
17031220400,22.0,17031220400,435.0,80.7,539.0,24.0,515.0,4.5,9.7,23.7,62.1,4.2,5.9,37.9,124613.0,both,457.0,0.0,9.0,0.0,0.0,3.0,14.0,26.0,0.05689277899343545,0.8478664192949907,white
17031220500,48.0,17031220500,324.0,72.3,448.0,27.0,421.0,6.0,9.3,24.6,58.1,3.8,7.1,41.9,107857.0,both,372.0,0.0,12.0,34.0,0.0,0.0,8.0,54.0,0.14516129032258066,0.8303571428571429,white
17031220601,10.0,17031220601,250.0,86.5,289.0,8.0,281.0,2.8,2.0,28.4,56.3,4.3,5.5,43.7,130500.0,both,260.0,0.0,10.0,0.0,0.0,1.0,3.0,14.0,0.05384615384615385,0.8996539792387543,white
17031220602,19.0,17031220602,502.0,83.7,600.0,18.0,582.0,3.0,13.5,30.5,54.7,6.6,5.5,45.3,71207.0,both,521.0,0.0,13.0,0.0,0.0,1.0,12.0,26.0,0.04990403071017274,0.8683333333333333,white
17031220701,10.0,17031220701,412.0,88.2,467.0,5.0,462.0,1.1,8.0,57.2,38.4,0.0,1.4,61.6,79948.0,both,422.0,0.0,13.0,0.0,0.0,1.0,2.0,16.0,0.037914691943127965,0.9036402569593148,latino
17031220702,19.0,17031220702,486.0,79.8,609.0,16.0,593.0,2.6,13.4,55.6,35.4,4.9,2.7,64.6,80452.0,both,505.0,0.0,19.0,0.0,1.0,4.0,2.0,26.0,0.05148514851485148,0.8292282430213465,latino
17031220901,14.0,17031220901,382.0,85.7,446.0,12.0,434.0,2.7,15.4,63.9,16.6,14.9,3.0,83.4,83681.0,both,396.0,0.0,14.0,0.0,0.0,1.0,3.0,18.0,0.045454545454545456,0.8878923766816144,latino
17031220902,15.0,17031220902,458.0,91.8,499.0,11.0,488.0,2.2,15.0,66.4,28.3,3.2,1.5,71.7,78304.0,both,473.0,0.0,12.0,0.0,0.0,3.0,5.0,20.0,0.042283298097251586,0.9478957915831663,latino
17031221000,3.0,17031221000,305.0,79.0,386.0,5.0,381.0,1.3,11.9,48.9,42.4,3.5,1.6,57.6,89044.0,both,308.0,0.0,4.0,0.0,0.0,1.0,3.0,8.0,0.025974025974025976,0.7979274611398963,no majority
17031221100,11.0,17031221100,493.0,80.0,616.0,12.0,604.0,1.9,15.3,33.5,48.8,7.0,4.4,51.2,96514.0,both,504.0,0.0,12.0,0.0,0.0,1.0,6.0,19.0,0.037698412698412696,0.8181818181818182,no majority
17031221200,24.0,17031221200,254.0,66.5,382.0,14.0,368.0,3.7,16.1,31.1,46.2,14.2,3.3,53.8,126481.0,both,278.0,0.0,8.0,10.0,0.0,2.0,5.0,25.0,0.08992805755395683,0.7277486910994765,no majority
17031221300,4.0,17031221300,288.0,63.7,452.0,7.0,445.0,1.5,17.7,37.2,47.6,3.7,7.6,52.4,87432.0,both,292.0,0.0,5.0,0.0,0.0,0.0,6.0,11.0,0.03767123287671233,0.6460176991150443,no majority
17031221400,13.0,17031221400,374.0,64.3,582.0,12.0,570.0,2.1,8.0,26.1,50.3,2.5,11.4,49.7,108789.0,both,387.0,0.0,12.0,0.0,0.0,0.0,5.0,17.0,0.04392764857881137,0.6649484536082474,white
17031221500,7.0,17031221500,331.0,71.5,463.0,7.0,456.0,1.5,14.1,33.2,52.9,11.9,0.8,47.1,72292.0,both,338.0,0.0,3.0,0.0,0.0,3.0,6.0,12.0,0.03550295857988166,0.7300215982721382,white
17031221600,18.0,17031221600,424.0,59.9,708.0,14.0,694.0,2.0,6.3,23.1,64.9,1.2,7.1,35.1,138152.0,both,442.0,0.0,9.0,0.0,0.0,0.0,12.0,21.0,0.04751131221719457,0.6242937853107344,white
17031222200,7.0,17031222200,231.0,48.5,476.0,5.0,471.0,1.1,4.8,7.9,85.8,0.9,3.0,14.2,188065.0,both,238.0,0.0,6.0,0.0,0.0,3.0,1.0,10.0,0.04201680672268908,0.5,white
17031222500,1.0,17031222500,195.0,75.3,259.0,0.0,259.0,0.0,5.9,21.9,69.8,2.9,3.9,30.2,155878.0,both,196.0,0.0,2.0,0.0,0.0,0.0,3.0,5.0,0.025510204081632654,0.7567567567567568,white
17031222600,8.0,17031222600,165.0,70.2,235.0,6.0,229.0,2.6,7.2,31.2,53.5,5.5,4.7,46.5,94688.0,both,173.0,0.0,3.0,0.0,0.0,3.0,3.0,9.0,0.05202312138728324,0.7361702127659574,white
17031222700,5.0,17031222700,203.0,70.7,287.0,3.0,284.0,1.0,18.7,52.9,35.2,6.2,4.4,64.8,86473.0,both,208.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,0.02403846153846154,0.7247386759581882,latino
17031222800,2.0,17031222800,102.0,65.4,156.0,2.0,154.0,1.3,24.6,66.8,19.2,11.9,0.3,80.8,71484.0,both,104.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.028846153846153848,0.6666666666666666,latino
17031222900,4.0,17031222900,158.0,77.5,204.0,4.0,200.0,2.0,5.5,70.4,21.8,6.0,0.0,78.2,89630.0,both,162.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.024691358024691357,0.7941176470588235,latino
17031230100,4.0,17031230100,191.0,65.9,290.0,3.0,287.0,1.0,26.7,36.6,42.3,7.7,2.6,57.7,89773.0,both,195.0,0.0,5.0,0.0,0.0,0.0,2.0,7.0,0.035897435897435895,0.6724137931034483,no majority
17031230200,11.0,17031230200,231.0,75.5,306.0,9.0,297.0,2.9,6.6,54.8,29.5,10.4,4.4,70.5,78056.0,both,242.0,0.0,12.0,0.0,0.0,1.0,1.0,14.0,0.05785123966942149,0.7908496732026143,latino
17031230300,2.0,17031230300,118.0,75.6,156.0,2.0,154.0,1.3,18.3,82.7,8.0,9.3,0.0,92.0,67337.0,both,120.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.016666666666666666,0.7692307692307693,latino
17031230400,10.0,17031230400,428.0,90.7,472.0,4.0,468.0,0.8,19.6,64.1,22.2,10.5,0.2,77.8,91771.0,both,438.0,0.0,11.0,0.0,0.0,1.0,3.0,15.0,0.03424657534246575,0.9279661016949152,latino
17031230500,11.0,17031230500,406.0,87.9,462.0,8.0,454.0,1.7,23.4,68.8,3.4,20.2,7.7,96.6,35727.0,both,417.0,0.0,11.0,0.0,0.0,2.0,1.0,14.0,0.03357314148681055,0.9025974025974026,latino
17031230600,23.0,17031230600,854.0,92.5,923.0,12.0,911.0,1.3,15.3,61.1,9.3,29.6,0.0,90.7,57220.0,both,877.0,0.0,21.0,0.0,0.0,7.0,0.0,28.0,0.03192702394526796,0.9501625135427952,latino
17031230700,23.0,17031230700,923.0,91.1,1013.0,16.0,997.0,1.6,51.9,73.1,7.2,9.0,9.0,92.8,33994.0,both,946.0,0.0,25.0,0.0,0.0,5.0,2.0,32.0,0.03382663847780127,0.9338598223099703,latino
17031230800,2.0,17031230800,252.0,91.6,275.0,0.0,275.0,0.0,13.9,71.4,24.9,1.7,0.0,75.1,71328.0,both,254.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.027559055118110236,0.9236363636363636,latino
17031230900,17.0,17031230900,671.0,80.4,835.0,15.0,820.0,1.8,17.7,57.3,30.8,7.7,3.0,69.2,80756.0,both,688.0,0.0,18.0,0.0,0.0,3.0,4.0,25.0,0.036337209302325583,0.8239520958083832,latino
17031231100,12.0,17031231100,225.0,92.6,243.0,7.0,236.0,2.9,18.3,47.7,4.8,47.0,0.5,95.2,59745.0,both,237.0,0.0,5.0,123.0,1.0,4.0,2.0,135.0,0.569620253164557,0.9753086419753086,no majority
17031231200,58.0,17031231200,934.0,90.9,1028.0,32.0,996.0,3.1,50.5,27.3,2.9,64.4,0.1,97.1,31629.0,both,992.0,0.0,19.0,58.0,0.0,4.0,2.0,83.0,0.08366935483870967,0.9649805447470817,black
17031231500,17.0,17031231500,990.0,91.2,1086.0,12.0,1074.0,1.1,31.6,36.9,5.4,54.4,2.8,94.6,31755.0,both,1007.0,7.0,25.0,1.0,0.0,1.0,2.0,36.0,0.03574975173783516,0.927255985267035,black
17031240200,1.0,17031240200,95.0,36.4,261.0,1.0,260.0,0.4,7.1,23.0,62.2,3.8,5.4,37.8,172019.0,both,96.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.010416666666666666,0.367816091954023,white
17031240300,8.0,17031240300,164.0,47.8,343.0,4.0,339.0,1.2,6.4,4.1,78.9,3.0,7.9,21.1,142292.0,both,172.0,0.0,8.0,0.0,0.0,0.0,1.0,9.0,0.05232558139534884,0.5014577259475219,white
17031240500,3.0,17031240500,120.0,35.3,340.0,2.0,338.0,0.6,3.8,7.6,78.2,0.8,8.8,21.8,178770.0,both,123.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.024390243902439025,0.36176470588235293,white
17031240600,2.0,17031240600,130.0,46.1,282.0,3.0,279.0,1.1,14.8,23.9,57.8,4.5,10.3,42.2,166537.0,both,132.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.022727272727272728,0.46808510638297873,white
17031240700,9.0,17031240700,156.0,57.8,270.0,6.0,264.0,2.2,13.2,35.6,50.1,8.9,3.2,49.9,96250.0,both,165.0,0.0,6.0,0.0,0.0,0.0,4.0,10.0,0.06060606060606061,0.6111111111111112,white
17031240800,7.0,17031240800,187.0,70.0,267.0,5.0,262.0,1.9,13.2,25.5,52.0,8.7,5.1,48.0,103565.0,both,194.0,0.0,6.0,0.0,0.0,1.0,1.0,8.0,0.041237113402061855,0.7265917602996255,white
17031240900,6.0,17031240900,100.0,59.2,169.0,4.0,165.0,2.4,5.9,32.6,36.8,12.4,12.4,63.2,98145.0,both,106.0,0.0,6.0,0.0,0.0,0.0,2.0,8.0,0.07547169811320754,0.6272189349112426,no majority
17031241000,5.0,17031241000,180.0,57.0,316.0,5.0,311.0,1.6,11.7,39.6,43.5,4.2,6.6,56.5,96518.0,both,185.0,0.0,5.0,1.0,0.0,0.0,2.0,8.0,0.043243243243243246,0.5854430379746836,no majority
17031241100,11.0,17031241100,395.0,63.3,624.0,10.0,614.0,1.6,19.6,32.4,51.9,6.9,4.5,48.1,90822.0,both,406.0,0.0,7.0,13.0,0.0,1.0,6.0,27.0,0.0665024630541872,0.6506410256410257,white
17031241200,12.0,17031241200,195.0,59.3,329.0,8.0,321.0,2.4,9.4,9.1,68.2,9.6,9.4,31.8,139688.0,both,207.0,0.0,8.0,0.0,0.0,1.0,3.0,12.0,0.057971014492753624,0.6291793313069909,white
17031241300,6.0,17031241300,143.0,54.4,263.0,7.0,256.0,2.7,10.5,16.3,68.4,5.6,7.9,31.6,182829.0,both,149.0,0.0,2.0,12.0,0.0,0.0,6.0,20.0,0.1342281879194631,0.5665399239543726,white
17031241400,10.0,17031241400,421.0,52.7,799.0,9.0,790.0,1.1,5.2,5.6,74.6,4.7,6.5,25.4,200429.0,both,431.0,0.0,8.0,12.0,0.0,0.0,6.0,26.0,0.060324825986078884,0.5394242803504381,white
17031241500,2.0,17031241500,329.0,52.6,626.0,2.0,624.0,0.3,5.1,11.9,69.8,1.1,7.0,30.2,178750.0,both,331.0,0.0,3.0,0.0,0.0,0.0,3.0,6.0,0.01812688821752266,0.5287539936102237,white
17031241600,7.0,17031241600,251.0,51.3,489.0,7.0,482.0,1.4,11.4,18.9,65.3,0.0,10.8,34.7,121471.0,both,258.0,0.0,4.0,0.0,0.0,0.0,4.0,8.0,0.031007751937984496,0.5276073619631901,white
17031242000,10.0,17031242000,292.0,51.3,569.0,6.0,563.0,1.1,5.9,10.1,56.0,18.7,9.3,44.0,151724.0,both,302.0,0.0,13.0,0.0,0.0,1.0,1.0,15.0,0.04966887417218543,0.5307557117750439,white
17031242100,5.0,17031242100,275.0,45.9,599.0,4.0,595.0,0.7,5.8,17.8,63.5,0.4,6.3,36.5,205338.0,both,280.0,0.0,3.0,0.0,0.0,0.0,4.0,7.0,0.025,0.4674457429048414,white
17031242200,5.0,17031242200,348.0,54.2,642.0,6.0,636.0,0.9,4.8,11.2,79.5,3.0,2.7,20.5,168311.0,both,353.0,0.0,2.0,0.0,0.0,0.0,9.0,11.0,0.031161473087818695,0.5498442367601246,white
17031242300,18.0,17031242300,456.0,73.3,622.0,12.0,610.0,1.9,7.7,15.6,74.0,1.8,5.5,26.0,106919.0,both,474.0,0.0,16.0,40.0,0.0,0.0,7.0,63.0,0.13291139240506328,0.7620578778135049,white
17031242400,11.0,17031242400,349.0,80.4,434.0,9.0,425.0,2.1,8.1,17.4,75.1,1.4,4.9,24.9,110129.0,both,360.0,0.0,9.0,0.0,0.0,0.0,4.0,13.0,0.03611111111111111,0.8294930875576036,white
17031242500,14.0,17031242500,367.0,68.9,533.0,11.0,522.0,2.1,11.5,26.7,60.8,7.2,5.3,39.2,93279.0,both,381.0,0.0,13.0,0.0,0.0,0.0,5.0,18.0,0.047244094488188976,0.7148217636022514,white
17031242600,18.0,17031242600,630.0,71.4,882.0,10.0,872.0,1.1,17.3,39.5,48.8,5.6,0.0,51.2,85000.0,both,648.0,0.0,14.0,13.0,0.0,1.0,5.0,33.0,0.05092592592592592,0.7346938775510204,no majority
17031242700,3.0,17031242700,204.0,69.6,293.0,3.0,290.0,1.0,18.6,35.9,50.7,8.0,0.8,49.3,80227.0,both,207.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.024154589371980676,0.7064846416382252,white
17031242800,15.0,17031242800,276.0,58.7,470.0,11.0,459.0,2.3,6.4,24.0,70.2,1.1,2.5,29.8,165375.0,both,291.0,0.0,6.0,0.0,0.0,1.0,8.0,15.0,0.05154639175257732,0.6191489361702127,white
17031242900,7.0,17031242900,261.0,61.7,423.0,4.0,419.0,0.9,6.5,19.2,64.0,3.2,5.9,36.0,124960.0,both,268.0,0.0,13.0,0.0,0.0,0.0,4.0,17.0,0.06343283582089553,0.6335697399527187,white
17031243000,3.0,17031243000,307.0,57.9,530.0,3.0,527.0,0.6,3.9,25.1,55.2,1.9,10.6,44.8,123750.0,both,310.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.012903225806451613,0.5849056603773585,white
17031243100,2.0,17031243100,290.0,51.5,563.0,2.0,561.0,0.4,2.7,45.3,40.6,2.1,5.2,59.4,107833.0,both,292.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0136986301369863,0.5186500888099467,no majority
17031243200,6.0,17031243200,262.0,51.0,514.0,5.0,509.0,1.0,10.1,20.6,55.2,7.0,11.3,44.8,124648.0,both,268.0,0.0,6.0,0.0,0.0,0.0,3.0,9.0,0.033582089552238806,0.5214007782101168,white
17031243300,6.0,17031243300,263.0,56.1,469.0,4.0,465.0,0.9,4.2,18.1,68.4,1.7,4.7,31.6,122917.0,both,269.0,0.0,5.0,0.0,0.0,0.0,2.0,7.0,0.026022304832713755,0.5735607675906184,white
17031243400,22.0,17031243400,267.0,58.0,460.0,18.0,442.0,3.9,13.7,19.5,63.8,5.0,5.2,36.2,113966.0,both,289.0,0.0,12.0,9.0,0.0,0.0,6.0,27.0,0.09342560553633218,0.6282608695652174,white
17031243500,18.0,17031243500,149.0,30.8,484.0,7.0,477.0,1.4,4.4,14.5,70.8,5.1,5.3,29.2,169198.0,both,167.0,0.0,2.0,16.0,0.0,0.0,1.0,19.0,0.11377245508982035,0.3450413223140496,white
17031250200,15.0,17031250200,546.0,92.7,589.0,14.0,575.0,2.4,27.1,49.0,2.7,47.8,0.0,97.3,45019.0,both,561.0,0.0,13.0,0.0,2.0,2.0,0.0,17.0,0.030303030303030304,0.9524617996604414,no majority
17031250300,24.0,17031250300,746.0,93.2,800.0,16.0,784.0,2.0,19.8,41.3,7.6,47.9,1.0,92.4,64537.0,both,770.0,0.0,25.0,0.0,4.0,5.0,1.0,35.0,0.045454545454545456,0.9625,no majority
17031250400,30.0,17031250400,1143.0,94.7,1207.0,21.0,1186.0,1.7,15.1,24.7,4.6,66.3,0.0,95.4,47281.0,both,1173.0,0.0,32.0,0.0,0.0,11.0,0.0,43.0,0.03665814151747655,0.971830985915493,black
17031250500,70.0,17031250500,2056.0,91.3,2253.0,53.0,2200.0,2.4,11.8,39.4,32.5,22.6,1.3,67.5,120386.0,both,2126.0,0.0,93.0,0.0,0.0,13.0,1.0,107.0,0.05032925682031985,0.9436307146027519,no majority
17031250600,36.0,17031250600,948.0,94.3,1005.0,29.0,976.0,2.9,19.8,21.3,0.4,78.3,0.0,99.6,81458.0,both,984.0,0.0,25.0,0.0,3.0,20.0,1.0,49.0,0.049796747967479675,0.9791044776119403,black
17031250700,33.0,17031250700,1007.0,95.7,1052.0,22.0,1030.0,2.1,28.9,23.1,2.1,74.3,0.0,97.9,50924.0,both,1040.0,0.0,25.0,0.0,5.0,10.0,1.0,41.0,0.03942307692307692,0.9885931558935361,black
17031250800,19.0,17031250800,539.0,93.6,576.0,12.0,564.0,2.1,18.7,28.6,0.4,69.3,0.6,99.6,65884.0,both,558.0,0.0,16.0,0.0,0.0,5.0,0.0,21.0,0.03763440860215054,0.96875,black
17031251000,1.0,17031251000,225.0,91.8,245.0,0.0,245.0,0.0,40.8,34.3,0.0,65.7,0.0,100.0,35568.0,both,226.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.008849557522123894,0.9224489795918367,black
17031251100,26.0,17031251100,673.0,91.9,732.0,24.0,708.0,3.3,30.2,21.9,0.2,75.8,0.0,99.8,40584.0,both,699.0,0.0,20.0,0.0,4.0,9.0,1.0,34.0,0.04864091559370529,0.9549180327868853,black
17031251200,30.0,17031251200,888.0,94.0,945.0,18.0,927.0,1.9,6.4,34.5,0.3,65.1,0.0,99.7,64309.0,both,918.0,0.0,21.0,0.0,5.0,12.0,1.0,39.0,0.042483660130718956,0.9714285714285714,black
17031251300,49.0,17031251300,887.0,91.3,971.0,40.0,931.0,4.1,24.9,9.2,3.6,83.8,0.0,96.4,42182.0,both,936.0,0.0,32.0,0.0,9.0,13.0,3.0,57.0,0.060897435897435896,0.9639546858908342,black
17031251400,31.0,17031251400,563.0,86.9,648.0,21.0,627.0,3.2,31.8,5.0,9.6,84.4,0.0,90.4,21049.0,both,594.0,0.0,27.0,0.0,5.0,6.0,2.0,40.0,0.06734006734006734,0.9166666666666666,black
17031251500,16.0,17031251500,641.0,91.3,702.0,12.0,690.0,1.7,24.8,22.3,0.0,74.2,1.7,100.0,47491.0,both,657.0,0.0,12.0,0.0,8.0,2.0,0.0,22.0,0.0334855403348554,0.9358974358974359,black
17031251600,23.0,17031251600,744.0,95.0,783.0,16.0,767.0,2.0,30.2,24.3,10.5,62.7,0.0,89.5,34332.0,both,767.0,0.0,19.0,0.0,3.0,7.0,0.0,29.0,0.03780964797913951,0.979565772669221,black
17031251700,10.0,17031251700,322.0,93.3,345.0,8.0,337.0,2.3,27.5,17.1,3.1,79.8,0.0,96.9,57037.0,both,332.0,0.0,8.0,0.0,1.0,3.0,0.0,12.0,0.03614457831325301,0.9623188405797102,black
17031251800,19.0,17031251800,709.0,88.4,802.0,14.0,788.0,1.7,34.5,5.7,0.2,93.1,0.0,99.8,36681.0,both,728.0,0.0,10.0,0.0,5.0,3.0,2.0,20.0,0.027472527472527472,0.9077306733167082,black
17031251900,15.0,17031251900,506.0,87.7,577.0,13.0,564.0,2.3,37.3,11.1,1.6,85.0,0.0,98.4,35047.0,both,521.0,0.0,13.0,0.0,2.0,6.0,1.0,22.0,0.04222648752399232,0.902946273830156,black
17031252000,10.0,17031252000,444.0,83.9,529.0,9.0,520.0,1.7,32.2,7.5,8.5,82.2,0.2,91.5,30103.0,both,454.0,19.0,11.0,19.0,2.0,4.0,0.0,55.0,0.1211453744493392,0.8582230623818525,black
17031252101,3.0,17031252101,175.0,85.0,206.0,3.0,203.0,1.5,18.1,3.1,0.1,91.0,0.0,99.9,50139.0,both,178.0,0.0,3.0,0.0,1.0,1.0,0.0,5.0,0.028089887640449437,0.8640776699029126,black
17031252102,33.0,17031252102,902.0,91.3,988.0,32.0,956.0,3.2,16.2,8.8,0.0,85.2,0.0,100.0,51992.0,both,935.0,0.0,20.0,0.0,5.0,13.0,1.0,39.0,0.04171122994652406,0.9463562753036437,black
17031252201,10.0,17031252201,550.0,92.7,593.0,8.0,585.0,1.3,32.4,2.4,3.1,94.1,0.2,96.9,45458.0,both,560.0,0.0,6.0,0.0,3.0,4.0,0.0,13.0,0.023214285714285715,0.9443507588532883,black
17031252202,19.0,17031252202,641.0,89.2,719.0,14.0,705.0,1.9,29.9,1.0,0.6,97.1,0.9,99.4,45839.0,both,660.0,0.0,17.0,3.0,3.0,6.0,0.0,29.0,0.04393939393939394,0.9179415855354659,black
17031260100,4.0,17031260100,120.0,62.5,192.0,2.0,190.0,1.0,36.0,4.9,1.2,91.9,1.2,98.8,21875.0,both,124.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,0.04032258064516129,0.6458333333333334,black
17031260200,9.0,17031260200,173.0,73.9,234.0,6.0,228.0,2.6,17.0,11.2,0.5,87.4,0.0,99.5,51125.0,both,182.0,0.0,6.0,0.0,3.0,1.0,0.0,10.0,0.054945054945054944,0.7777777777777778,black
17031260300,3.0,17031260300,218.0,86.9,251.0,2.0,249.0,0.8,36.3,10.6,1.6,87.7,0.0,98.4,,both,221.0,0.0,3.0,10.0,0.0,1.0,0.0,14.0,0.06334841628959276,0.8804780876494024,black
17031260400,7.0,17031260400,210.0,87.9,239.0,2.0,237.0,0.8,66.7,9.7,0.0,88.8,0.0,100.0,13489.0,both,217.0,0.0,6.0,0.0,1.0,1.0,0.0,8.0,0.03686635944700461,0.9079497907949791,black
17031260500,8.0,17031260500,319.0,93.5,341.0,4.0,337.0,1.2,22.2,2.6,0.1,97.3,0.0,99.9,40991.0,both,327.0,0.0,6.0,0.0,5.0,0.0,0.0,11.0,0.03363914373088685,0.9589442815249267,black
17031260600,14.0,17031260600,362.0,91.6,395.0,9.0,386.0,2.3,17.9,1.3,1.3,96.7,0.7,98.7,42875.0,both,376.0,0.0,11.0,0.0,1.0,2.0,2.0,16.0,0.0425531914893617,0.9518987341772152,black
17031260700,12.0,17031260700,296.0,86.8,341.0,10.0,331.0,2.9,34.5,16.4,1.4,82.2,0.0,98.6,46167.0,both,308.0,0.0,7.0,0.0,2.0,3.0,1.0,13.0,0.04220779220779221,0.9032258064516129,black
17031260800,12.0,17031260800,268.0,83.8,320.0,7.0,313.0,2.2,31.3,0.4,5.3,93.1,0.0,94.7,36681.0,both,280.0,0.0,9.0,0.0,2.0,0.0,2.0,13.0,0.04642857142857143,0.875,black
17031260900,12.0,17031260900,223.0,85.4,261.0,8.0,253.0,3.1,47.1,2.8,8.1,87.6,0.0,91.9,20841.0,both,235.0,0.0,9.0,0.0,1.0,1.0,2.0,13.0,0.05531914893617021,0.9003831417624522,black
17031261000,17.0,17031261000,445.0,89.2,499.0,11.0,488.0,2.2,20.2,3.4,0.0,96.6,0.0,100.0,48482.0,both,462.0,0.0,13.0,0.0,2.0,4.0,2.0,21.0,0.045454545454545456,0.9258517034068137,black
17031270500,4.0,17031270500,101.0,70.6,143.0,3.0,140.0,2.1,46.6,0.0,1.3,98.7,0.0,98.7,24375.0,both,105.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0380952380952381,0.7342657342657343,black
17031271200,2.0,17031271200,163.0,79.1,206.0,1.0,205.0,0.5,34.9,2.5,8.7,86.0,2.7,91.3,31048.0,both,165.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0,0.03636363636363636,0.8009708737864077,black
17031271300,6.0,17031271300,117.0,83.6,140.0,3.0,137.0,2.1,30.1,5.0,1.0,85.3,0.9,99.0,45046.0,both,123.0,0.0,4.0,0.0,1.0,1.0,1.0,7.0,0.056910569105691054,0.8785714285714286,black
17031271400,9.0,17031271400,152.0,81.3,187.0,5.0,182.0,2.7,38.0,7.5,14.6,75.7,1.6,85.4,43355.0,both,161.0,0.0,6.0,0.0,4.0,1.0,0.0,11.0,0.06832298136645963,0.8609625668449198,black
17031271500,5.0,17031271500,116.0,39.9,291.0,3.0,288.0,1.0,23.6,7.6,1.1,90.3,0.0,98.9,50926.0,both,121.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.049586776859504134,0.41580756013745707,black
17031271800,6.0,17031271800,151.0,80.7,187.0,2.0,185.0,1.1,4.3,4.8,9.1,86.1,0.0,90.9,51550.0,both,157.0,0.0,9.0,0.0,1.0,0.0,0.0,10.0,0.06369426751592357,0.839572192513369,black
17031280400,1.0,17031280400,136.0,67.7,201.0,0.0,201.0,0.0,21.5,13.6,7.6,77.8,1.1,92.4,36681.0,both,137.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0072992700729927005,0.681592039800995,black
17031280800,2.0,17031280800,44.0,35.2,125.0,1.0,124.0,0.8,28.1,7.4,4.6,81.0,0.0,95.4,31500.0,both,46.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.043478260869565216,0.368,black
17031280900,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,no majority
17031282700,8.0,17031282700,223.0,39.1,571.0,3.0,568.0,0.5,13.3,22.9,25.8,36.9,9.4,74.2,88646.0,both,231.0,0.0,4.0,0.0,0.0,4.0,0.0,8.0,0.03463203463203463,0.404553415061296,no majority
17031282800,3.0,17031282800,229.0,70.7,324.0,2.0,322.0,0.6,13.8,45.2,26.3,10.6,14.5,73.7,85000.0,both,232.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.017241379310344827,0.7160493827160493,no majority
17031283100,2.0,17031283100,179.0,70.8,253.0,2.0,251.0,0.8,28.4,17.3,31.1,19.8,24.6,68.9,61806.0,both,181.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,0.027624309392265192,0.7154150197628458,no majority
17031283200,2.0,17031283200,63.0,26.7,236.0,1.0,235.0,0.4,13.7,6.2,27.8,49.5,10.9,72.2,64223.0,both,65.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.046153846153846156,0.2754237288135593,no majority
