,program,Public or Consumer,Work Address,Status,ZIP,Ward,Date Completed,completed_year,completed_month_year,completed_day,clean_address,id,program_clean_address,full_address
359,Block Level LSLR,CONSUMER,5631 S OAKLEY AVE,Completed,60636,15,2025-11-12 00:00:00,2025.0,11/2025,11-12,5631 S OAKLEY AVE,201,Block Level LSLR 5631 S OAKLEY AVE,"5631 S OAKLEY AVE, CHICAGO, IL 60636"
357,Block Level LSLR,CONSUMER,5630 S OAKLEY AVE,Completed,60636,15,2025-11-12 00:00:00,2025.0,11/2025,11-12,5630 S OAKLEY AVE,202,Block Level LSLR 5630 S OAKLEY AVE,"5630 S OAKLEY AVE, CHICAGO, IL 60636"
355,Block Level LSLR,CONSUMER,5628 S OAKLEY AVE,Completed,60636,15,2025-11-12 00:00:00,2025.0,11/2025,11-12,5628 S OAKLEY AVE,203,Block Level LSLR 5628 S OAKLEY AVE,"5628 S OAKLEY AVE, CHICAGO, IL 60636"
995,Block Level LSLR,CONSUMER,8147 49 S JEFFERY BLVD,Completed,60617,8,2025-11-12 00:00:00,2025.0,11/2025,11-12,8147 S JEFFERY BLVD,204,Block Level LSLR 8147 S JEFFERY BLVD,"8147 S JEFFERY BLVD, CHICAGO, IL 60617"
994,Block Level LSLR,PUBLIC,8147 49 S JEFFERY BLVD,Completed,60617,8,2025-11-12 00:00:00,2025.0,11/2025,11-12,8147 S JEFFERY BLVD,205,Block Level LSLR 8147 S JEFFERY BLVD,"8147 S JEFFERY BLVD, CHICAGO, IL 60617"
1001,Block Level LSLR,CONSUMER,8152 S JEFFERY BLVD,Completed,60617,8,2025-11-12 00:00:00,2025.0,11/2025,11-12,8152 S JEFFERY BLVD,206,Block Level LSLR 8152 S JEFFERY BLVD,"8152 S JEFFERY BLVD, CHICAGO, IL 60617"
339,Block Level LSLR,CONSUMER,5616 S OAKLEY AVE,Completed,60636,15,2025-11-10 00:00:00,2025.0,11/2025,11-10,5616 S OAKLEY AVE,207,Block Level LSLR 5616 S OAKLEY AVE,"5616 S OAKLEY AVE, CHICAGO, IL 60636"
323,Block Level LSLR,CONSUMER,5526 S OAKLEY AVE,Completed,60636,15,2025-11-10 00:00:00,2025.0,11/2025,11-10,5526 S OAKLEY AVE,208,Block Level LSLR 5526 S OAKLEY AVE,"5526 S OAKLEY AVE, CHICAGO, IL 60636"
997,Block Level LSLR,CONSUMER,8148 S JEFFERY BLVD,Completed,60617,8,2025-11-10 00:00:00,2025.0,11/2025,11-10,8148 S JEFFERY BLVD,209,Block Level LSLR 8148 S JEFFERY BLVD,"8148 S JEFFERY BLVD, CHICAGO, IL 60617"
996,Block Level LSLR,PUBLIC,8148 S JEFFERY BLVD,Completed,60617,8,2025-11-10 00:00:00,2025.0,11/2025,11-10,8148 S JEFFERY BLVD,210,Block Level LSLR 8148 S JEFFERY BLVD,"8148 S JEFFERY BLVD, CHICAGO, IL 60617"
333,Block Level LSLR,CONSUMER,5606 S OAKLEY AVE,Completed,60636,15,2025-11-10 00:00:00,2025.0,11/2025,11-10,5606 S OAKLEY AVE,211,Block Level LSLR 5606 S OAKLEY AVE,"5606 S OAKLEY AVE, CHICAGO, IL 60636"
993,Block Level LSLR,CONSUMER,8144 S JEFFERY BLVD,Completed,60617,8,2025-11-10 00:00:00,2025.0,11/2025,11-10,8144 S JEFFERY BLVD,212,Block Level LSLR 8144 S JEFFERY BLVD,"8144 S JEFFERY BLVD, CHICAGO, IL 60617"
992,Block Level LSLR,PUBLIC,8144 S JEFFERY BLVD,Completed,60617,8,2025-11-10 00:00:00,2025.0,11/2025,11-10,8144 S JEFFERY BLVD,213,Block Level LSLR 8144 S JEFFERY BLVD,"8144 S JEFFERY BLVD, CHICAGO, IL 60617"
963,Block Level LSLR,CONSUMER,8120 S JEFFERY BLVD,Completed,60617,8,2025-11-07 13:43:00,2025.0,11/2025,11-07,8120 S JEFFERY BLVD,214,Block Level LSLR 8120 S JEFFERY BLVD,"8120 S JEFFERY BLVD, CHICAGO, IL 60617"
928,Block Level LSLR,PUBLIC,8044 S JEFFERY BLVD,Completed,60617,8,2025-11-07 00:00:00,2025.0,11/2025,11-07,8044 S JEFFERY BLVD,215,Block Level LSLR 8044 S JEFFERY BLVD,"8044 S JEFFERY BLVD, CHICAGO, IL 60617"
347,Block Level LSLR,CONSUMER,5622 S OAKLEY AVE,Completed,60636,15,2025-11-07 00:00:00,2025.0,11/2025,11-07,5622 S OAKLEY AVE,216,Block Level LSLR 5622 S OAKLEY AVE,"5622 S OAKLEY AVE, CHICAGO, IL 60636"
929,Block Level LSLR,CONSUMER,8044 S JEFFERY BLVD,Completed,60617,8,2025-11-07 00:00:00,2025.0,11/2025,11-07,8044 S JEFFERY BLVD,217,Block Level LSLR 8044 S JEFFERY BLVD,"8044 S JEFFERY BLVD, CHICAGO, IL 60617"
962,Block Level LSLR,PUBLIC,8120 S JEFFERY BLVD,Completed,60617,8,2025-11-07 00:00:00,2025.0,11/2025,11-07,8120 S JEFFERY BLVD,218,Block Level LSLR 8120 S JEFFERY BLVD,"8120 S JEFFERY BLVD, CHICAGO, IL 60617"
351,Block Level LSLR,CONSUMER,5624 S OAKLEY AVE,Completed,60636,15,2025-11-07 00:00:00,2025.0,11/2025,11-07,5624 S OAKLEY AVE,219,Block Level LSLR 5624 S OAKLEY AVE,"5624 S OAKLEY AVE, CHICAGO, IL 60636"
960,Block Level LSLR,PUBLIC,8119 S JEFFERY BLVD,Completed,60617,8,2025-11-07 00:00:00,2025.0,11/2025,11-07,8119 S JEFFERY BLVD,220,Block Level LSLR 8119 S JEFFERY BLVD,"8119 S JEFFERY BLVD, CHICAGO, IL 60617"
961,Block Level LSLR,CONSUMER,8119 S JEFFERY BLVD,Completed,60617,8,2025-11-07 00:00:00,2025.0,11/2025,11-07,8119 S JEFFERY BLVD,221,Block Level LSLR 8119 S JEFFERY BLVD,"8119 S JEFFERY BLVD, CHICAGO, IL 60617"
349,Block Level LSLR,CONSUMER,5623 S OAKLEY AVE,Completed,60636,15,2025-11-07 00:00:00,2025.0,11/2025,11-07,5623 S OAKLEY AVE,222,Block Level LSLR 5623 S OAKLEY AVE,"5623 S OAKLEY AVE, CHICAGO, IL 60636"
345,Block Level LSLR,CONSUMER,5620 S OAKLEY AVE,Completed,60636,15,2025-11-07 00:00:00,2025.0,11/2025,11-07,5620 S OAKLEY AVE,223,Block Level LSLR 5620 S OAKLEY AVE,"5620 S OAKLEY AVE, CHICAGO, IL 60636"
947,Block Level LSLR,CONSUMER,8108 S JEFFERY BLVD,Completed,60617,8,2025-11-06 14:25:00,2025.0,11/2025,11-06,8108 S JEFFERY BLVD,224,Block Level LSLR 8108 S JEFFERY BLVD,"8108 S JEFFERY BLVD, CHICAGO, IL 60617"
327,Block Level LSLR,CONSUMER,5532 S OAKLEY AVE,Completed,60636,15,2025-11-06 00:00:00,2025.0,11/2025,11-06,5532 S OAKLEY AVE,225,Block Level LSLR 5532 S OAKLEY AVE,"5532 S OAKLEY AVE, CHICAGO, IL 60636"
946,Block Level LSLR,PUBLIC,8108 S JEFFERY BLVD,Completed,60617,8,2025-11-06 00:00:00,2025.0,11/2025,11-06,8108 S JEFFERY BLVD,226,Block Level LSLR 8108 S JEFFERY BLVD,"8108 S JEFFERY BLVD, CHICAGO, IL 60617"
331,Block Level LSLR,CONSUMER,5603 S OAKLEY AVE,Completed,60636,15,2025-11-06 00:00:00,2025.0,11/2025,11-06,5603 S OAKLEY AVE,227,Block Level LSLR 5603 S OAKLEY AVE,"5603 S OAKLEY AVE, CHICAGO, IL 60636"
335,Block Level LSLR,CONSUMER,5611 S OAKLEY AVE,Completed,60636,15,2025-11-06 00:00:00,2025.0,11/2025,11-06,5611 S OAKLEY AVE,228,Block Level LSLR 5611 S OAKLEY AVE,"5611 S OAKLEY AVE, CHICAGO, IL 60636"
343,Block Level LSLR,CONSUMER,5619 S OAKLEY AVE,Completed,60636,15,2025-11-06 00:00:00,2025.0,11/2025,11-06,5619 S OAKLEY AVE,229,Block Level LSLR 5619 S OAKLEY AVE,"5619 S OAKLEY AVE, CHICAGO, IL 60636"
951,Block Level LSLR,CONSUMER,8111 13 S JEFFERY BLVD,Completed,60617,8,2025-11-06 00:00:00,2025.0,11/2025,11-06,8111 S JEFFERY BLVD,230,Block Level LSLR 8111 S JEFFERY BLVD,"8111 S JEFFERY BLVD, CHICAGO, IL 60617"
950,Block Level LSLR,PUBLIC,8111 13 S JEFFERY BLVD,Completed,60617,8,2025-11-06 00:00:00,2025.0,11/2025,11-06,8111 S JEFFERY BLVD,231,Block Level LSLR 8111 S JEFFERY BLVD,"8111 S JEFFERY BLVD, CHICAGO, IL 60617"
325,Block Level LSLR,CONSUMER,5527 S OAKLEY AVE,Completed,60636,15,2025-11-05 00:00:00,2025.0,11/2025,11-05,5527 S OAKLEY AVE,232,Block Level LSLR 5527 S OAKLEY AVE,"5527 S OAKLEY AVE, CHICAGO, IL 60636"
341,Block Level LSLR,CONSUMER,5618 S OAKLEY AVE,Completed,60636,15,2025-11-05 00:00:00,2025.0,11/2025,11-05,5618 S OAKLEY AVE,233,Block Level LSLR 5618 S OAKLEY AVE,"5618 S OAKLEY AVE, CHICAGO, IL 60636"
319,Block Level LSLR,CONSUMER,5522 S OAKLEY AVE,Completed,60636,15,2025-11-05 00:00:00,2025.0,11/2025,11-05,5522 S OAKLEY AVE,234,Block Level LSLR 5522 S OAKLEY AVE,"5522 S OAKLEY AVE, CHICAGO, IL 60636"
940,Block Level LSLR,PUBLIC,8101 S JEFFERY BLVD,Completed,60617,8,2025-11-05 00:00:00,2025.0,11/2025,11-05,8101 S JEFFERY BLVD,235,Block Level LSLR 8101 S JEFFERY BLVD,"8101 S JEFFERY BLVD, CHICAGO, IL 60617"
945,Block Level LSLR,CONSUMER,8105 S JEFFERY BLVD,Completed,60617,8,2025-11-05 00:00:00,2025.0,11/2025,11-05,8105 S JEFFERY BLVD,236,Block Level LSLR 8105 S JEFFERY BLVD,"8105 S JEFFERY BLVD, CHICAGO, IL 60617"
944,Block Level LSLR,PUBLIC,8105 S JEFFERY BLVD,Completed,60617,8,2025-11-05 00:00:00,2025.0,11/2025,11-05,8105 S JEFFERY BLVD,237,Block Level LSLR 8105 S JEFFERY BLVD,"8105 S JEFFERY BLVD, CHICAGO, IL 60617"
941,Block Level LSLR,CONSUMER,8101 S JEFFERY BLVD,Completed,60617,8,2025-11-05 00:00:00,2025.0,11/2025,11-05,8101 S JEFFERY BLVD,238,Block Level LSLR 8101 S JEFFERY BLVD,"8101 S JEFFERY BLVD, CHICAGO, IL 60617"
938,Block Level LSLR,PUBLIC,8100 S JEFFERY BLVD,Completed,60617,8,2025-11-04 00:00:00,2025.0,11/2025,11-04,8100 S JEFFERY BLVD,239,Block Level LSLR 8100 S JEFFERY BLVD,"8100 S JEFFERY BLVD, CHICAGO, IL 60617"
321,Block Level LSLR,CONSUMER,5523 S OAKLEY AVE,Completed,60636,15,2025-11-04 00:00:00,2025.0,11/2025,11-04,5523 S OAKLEY AVE,240,Block Level LSLR 5523 S OAKLEY AVE,"5523 S OAKLEY AVE, CHICAGO, IL 60636"
939,Block Level LSLR,CONSUMER,8100 S JEFFERY BLVD,Completed,60617,8,2025-11-04 00:00:00,2025.0,11/2025,11-04,8100 S JEFFERY BLVD,241,Block Level LSLR 8100 S JEFFERY BLVD,"8100 S JEFFERY BLVD, CHICAGO, IL 60617"
936,Block Level LSLR,PUBLIC,8058 S JEFFERY BLVD,Completed,60617,8,2025-11-04 00:00:00,2025.0,11/2025,11-04,8058 S JEFFERY BLVD,242,Block Level LSLR 8058 S JEFFERY BLVD,"8058 S JEFFERY BLVD, CHICAGO, IL 60617"
937,Block Level LSLR,CONSUMER,8058 S JEFFERY BLVD,Completed,60617,8,2025-11-04 00:00:00,2025.0,11/2025,11-04,8058 S JEFFERY BLVD,243,Block Level LSLR 8058 S JEFFERY BLVD,"8058 S JEFFERY BLVD, CHICAGO, IL 60617"
309,Block Level LSLR,CONSUMER,5515 S OAKLEY AVE,Completed,60636,15,2025-11-04 00:00:00,2025.0,11/2025,11-04,5515 S OAKLEY AVE,244,Block Level LSLR 5515 S OAKLEY AVE,"5515 S OAKLEY AVE, CHICAGO, IL 60636"
315,Block Level LSLR,CONSUMER,5519 S OAKLEY AVE,Completed,60636,15,2025-11-03 00:00:00,2025.0,11/2025,11-03,5519 S OAKLEY AVE,245,Block Level LSLR 5519 S OAKLEY AVE,"5519 S OAKLEY AVE, CHICAGO, IL 60636"
307,Block Level LSLR,CONSUMER,5514 S OAKLEY AVE,Completed,60636,15,2025-11-03 00:00:00,2025.0,11/2025,11-03,5514 S OAKLEY AVE,246,Block Level LSLR 5514 S OAKLEY AVE,"5514 S OAKLEY AVE, CHICAGO, IL 60636"
924,Block Level LSLR,PUBLIC,8038 S JEFFERY BLVD,Completed,60617,8,2025-11-03 00:00:00,2025.0,11/2025,11-03,8038 S JEFFERY BLVD,247,Block Level LSLR 8038 S JEFFERY BLVD,"8038 S JEFFERY BLVD, CHICAGO, IL 60617"
925,Block Level LSLR,CONSUMER,8038 S JEFFERY BLVD,Completed,60617,8,2025-11-03 00:00:00,2025.0,11/2025,11-03,8038 S JEFFERY BLVD,248,Block Level LSLR 8038 S JEFFERY BLVD,"8038 S JEFFERY BLVD, CHICAGO, IL 60617"
313,Block Level LSLR,CONSUMER,5518 S OAKLEY AVE,Completed,60636,15,2025-11-03 00:00:00,2025.0,11/2025,11-03,5518 S OAKLEY AVE,249,Block Level LSLR 5518 S OAKLEY AVE,"5518 S OAKLEY AVE, CHICAGO, IL 60636"
311,Block Level LSLR,CONSUMER,5516 S OAKLEY AVE,Completed,60636,15,2025-11-03 00:00:00,2025.0,11/2025,11-03,5516 S OAKLEY AVE,250,Block Level LSLR 5516 S OAKLEY AVE,"5516 S OAKLEY AVE, CHICAGO, IL 60636"
926,Block Level LSLR,PUBLIC,8042 S JEFFERY BLVD,Completed,60617,8,2025-10-31 00:00:00,2025.0,10/2025,10-31,8042 S JEFFERY BLVD,251,Block Level LSLR 8042 S JEFFERY BLVD,"8042 S JEFFERY BLVD, CHICAGO, IL 60617"
269,Block Level LSLR,CONSUMER,4949 S LAMON AVE,Completed,60638,22,2025-10-31 00:00:00,2025.0,10/2025,10-31,4949 S LAMON AVE,252,Block Level LSLR 4949 S LAMON AVE,"4949 S LAMON AVE, CHICAGO, IL 60638"
927,Block Level LSLR,CONSUMER,8042 S JEFFERY BLVD,Completed,60617,8,2025-10-31 00:00:00,2025.0,10/2025,10-31,8042 S JEFFERY BLVD,253,Block Level LSLR 8042 S JEFFERY BLVD,"8042 S JEFFERY BLVD, CHICAGO, IL 60617"
932,Block Level LSLR,PUBLIC,8050 S JEFFERY BLVD,Completed,60617,8,2025-10-31 00:00:00,2025.0,10/2025,10-31,8050 S JEFFERY BLVD,254,Block Level LSLR 8050 S JEFFERY BLVD,"8050 S JEFFERY BLVD, CHICAGO, IL 60617"
933,Block Level LSLR,CONSUMER,8050 S JEFFERY BLVD,Completed,60617,8,2025-10-31 00:00:00,2025.0,10/2025,10-31,8050 S JEFFERY BLVD,255,Block Level LSLR 8050 S JEFFERY BLVD,"8050 S JEFFERY BLVD, CHICAGO, IL 60617"
292,Block Level LSLR,CONSUMER,5029 S LAMON AVE,Completed,60638,23,2025-10-30 15:00:00,2025.0,10/2025,10-30,5029 S LAMON AVE,256,Block Level LSLR 5029 S LAMON AVE,"5029 S LAMON AVE, CHICAGO, IL 60638"
931,Block Level LSLR,CONSUMER,8046 S JEFFERY BLVD,Completed,60617,8,2025-10-30 00:00:00,2025.0,10/2025,10-30,8046 S JEFFERY BLVD,257,Block Level LSLR 8046 S JEFFERY BLVD,"8046 S JEFFERY BLVD, CHICAGO, IL 60617"
916,Block Level LSLR,PUBLIC,8026 S JEFFERY BLVD,Completed,60617,8,2025-10-30 00:00:00,2025.0,10/2025,10-30,8026 S JEFFERY BLVD,258,Block Level LSLR 8026 S JEFFERY BLVD,"8026 S JEFFERY BLVD, CHICAGO, IL 60617"
930,Block Level LSLR,PUBLIC,8046 S JEFFERY BLVD,Completed,60617,8,2025-10-30 00:00:00,2025.0,10/2025,10-30,8046 S JEFFERY BLVD,259,Block Level LSLR 8046 S JEFFERY BLVD,"8046 S JEFFERY BLVD, CHICAGO, IL 60617"
917,Block Level LSLR,CONSUMER,8026 S JEFFERY BLVD,Completed,60617,8,2025-10-30 00:00:00,2025.0,10/2025,10-30,8026 S JEFFERY BLVD,260,Block Level LSLR 8026 S JEFFERY BLVD,"8026 S JEFFERY BLVD, CHICAGO, IL 60617"
906,Block Level LSLR,PUBLIC,8012 S JEFFERY BLVD,Completed,60617,8,2025-10-29 00:00:00,2025.0,10/2025,10-29,8012 S JEFFERY BLVD,261,Block Level LSLR 8012 S JEFFERY BLVD,"8012 S JEFFERY BLVD, CHICAGO, IL 60617"
907,Block Level LSLR,CONSUMER,8012 S JEFFERY BLVD,Completed,60617,8,2025-10-29 00:00:00,2025.0,10/2025,10-29,8012 S JEFFERY BLVD,262,Block Level LSLR 8012 S JEFFERY BLVD,"8012 S JEFFERY BLVD, CHICAGO, IL 60617"
935,Block Level LSLR,CONSUMER,8054 S JEFFERY BLVD,Completed,60617,8,2025-10-29 00:00:00,2025.0,10/2025,10-29,8054 S JEFFERY BLVD,263,Block Level LSLR 8054 S JEFFERY BLVD,"8054 S JEFFERY BLVD, CHICAGO, IL 60617"
934,Block Level LSLR,PUBLIC,8054 S JEFFERY BLVD,Completed,60617,8,2025-10-29 00:00:00,2025.0,10/2025,10-29,8054 S JEFFERY BLVD,264,Block Level LSLR 8054 S JEFFERY BLVD,"8054 S JEFFERY BLVD, CHICAGO, IL 60617"
218,Block Level LSLR,CONSUMER,4823 S LAMON AVE,Completed,60638,22,2025-10-28 08:44:00,2025.0,10/2025,10-28,4823 S LAMON AVE,265,Block Level LSLR 4823 S LAMON AVE,"4823 S LAMON AVE, CHICAGO, IL 60638"
914,Block Level LSLR,PUBLIC,8024 S JEFFERY BLVD,Completed,60617,8,2025-10-28 00:00:00,2025.0,10/2025,10-28,8024 S JEFFERY BLVD,266,Block Level LSLR 8024 S JEFFERY BLVD,"8024 S JEFFERY BLVD, CHICAGO, IL 60617"
915,Block Level LSLR,CONSUMER,8024 S JEFFERY BLVD,Completed,60617,8,2025-10-28 00:00:00,2025.0,10/2025,10-28,8024 S JEFFERY BLVD,267,Block Level LSLR 8024 S JEFFERY BLVD,"8024 S JEFFERY BLVD, CHICAGO, IL 60617"
919,Block Level LSLR,CONSUMER,8028 S JEFFERY BLVD,Completed,60617,8,2025-10-28 00:00:00,2025.0,10/2025,10-28,8028 S JEFFERY BLVD,268,Block Level LSLR 8028 S JEFFERY BLVD,"8028 S JEFFERY BLVD, CHICAGO, IL 60617"
918,Block Level LSLR,PUBLIC,8028 S JEFFERY BLVD,Completed,60617,8,2025-10-28 00:00:00,2025.0,10/2025,10-28,8028 S JEFFERY BLVD,269,Block Level LSLR 8028 S JEFFERY BLVD,"8028 S JEFFERY BLVD, CHICAGO, IL 60617"
920,Block Level LSLR,PUBLIC,8032 S JEFFERY BLVD,Completed,60617,8,2025-10-27 00:00:00,2025.0,10/2025,10-27,8032 S JEFFERY BLVD,270,Block Level LSLR 8032 S JEFFERY BLVD,"8032 S JEFFERY BLVD, CHICAGO, IL 60617"
922,Block Level LSLR,PUBLIC,8036 S JEFFERY BLVD,Completed,60617,8,2025-10-27 00:00:00,2025.0,10/2025,10-27,8036 S JEFFERY BLVD,271,Block Level LSLR 8036 S JEFFERY BLVD,"8036 S JEFFERY BLVD, CHICAGO, IL 60617"
923,Block Level LSLR,CONSUMER,8036 S JEFFERY BLVD,Completed,60617,8,2025-10-27 00:00:00,2025.0,10/2025,10-27,8036 S JEFFERY BLVD,272,Block Level LSLR 8036 S JEFFERY BLVD,"8036 S JEFFERY BLVD, CHICAGO, IL 60617"
921,Block Level LSLR,CONSUMER,8032 S JEFFERY BLVD,Completed,60617,8,2025-10-27 00:00:00,2025.0,10/2025,10-27,8032 S JEFFERY BLVD,273,Block Level LSLR 8032 S JEFFERY BLVD,"8032 S JEFFERY BLVD, CHICAGO, IL 60617"
912,Block Level LSLR,PUBLIC,8020 S JEFFERY BLVD,Completed,60617,8,2025-10-24 00:00:00,2025.0,10/2025,10-24,8020 S JEFFERY BLVD,274,Block Level LSLR 8020 S JEFFERY BLVD,"8020 S JEFFERY BLVD, CHICAGO, IL 60617"
910,Block Level LSLR,PUBLIC,8016 S JEFFERY BLVD,Completed,60617,8,2025-10-24 00:00:00,2025.0,10/2025,10-24,8016 S JEFFERY BLVD,275,Block Level LSLR 8016 S JEFFERY BLVD,"8016 S JEFFERY BLVD, CHICAGO, IL 60617"
911,Block Level LSLR,CONSUMER,8016 S JEFFERY BLVD,Completed,60617,8,2025-10-24 00:00:00,2025.0,10/2025,10-24,8016 S JEFFERY BLVD,276,Block Level LSLR 8016 S JEFFERY BLVD,"8016 S JEFFERY BLVD, CHICAGO, IL 60617"
913,Block Level LSLR,CONSUMER,8020 S JEFFERY BLVD,Completed,60617,8,2025-10-24 00:00:00,2025.0,10/2025,10-24,8020 S JEFFERY BLVD,277,Block Level LSLR 8020 S JEFFERY BLVD,"8020 S JEFFERY BLVD, CHICAGO, IL 60617"
908,Block Level LSLR,PUBLIC,8014 S JEFFERY BLVD,Completed,60617,8,2025-10-23 00:00:00,2025.0,10/2025,10-23,8014 S JEFFERY BLVD,278,Block Level LSLR 8014 S JEFFERY BLVD,"8014 S JEFFERY BLVD, CHICAGO, IL 60617"
905,Block Level LSLR,CONSUMER,8008 S JEFFERY BLVD,Completed,60617,8,2025-10-23 00:00:00,2025.0,10/2025,10-23,8008 S JEFFERY BLVD,279,Block Level LSLR 8008 S JEFFERY BLVD,"8008 S JEFFERY BLVD, CHICAGO, IL 60617"
904,Block Level LSLR,PUBLIC,8008 S JEFFERY BLVD,Completed,60617,8,2025-10-23 00:00:00,2025.0,10/2025,10-23,8008 S JEFFERY BLVD,280,Block Level LSLR 8008 S JEFFERY BLVD,"8008 S JEFFERY BLVD, CHICAGO, IL 60617"
909,Block Level LSLR,CONSUMER,8014 S JEFFERY BLVD,Completed,60617,8,2025-10-23 00:00:00,2025.0,10/2025,10-23,8014 S JEFFERY BLVD,281,Block Level LSLR 8014 S JEFFERY BLVD,"8014 S JEFFERY BLVD, CHICAGO, IL 60617"
305,Block Level LSLR,CONSUMER,5059 S LAMON AVE,Completed,60638,23,2025-10-21 00:00:00,2025.0,10/2025,10-21,5059 S LAMON AVE,284,Block Level LSLR 5059 S LAMON AVE,"5059 S LAMON AVE, CHICAGO, IL 60638"
304,Block Level LSLR,PUBLIC,5055 S LAMON AVE,Completed,60638,23,2025-10-21 00:00:00,2025.0,10/2025,10-21,5055 S LAMON AVE,285,Block Level LSLR 5055 S LAMON AVE,"5055 S LAMON AVE, CHICAGO, IL 60638"
303,Block Level LSLR,CONSUMER,5055 S LAMON AVE,Completed,60638,23,2025-10-21 00:00:00,2025.0,10/2025,10-21,5055 S LAMON AVE,286,Block Level LSLR 5055 S LAMON AVE,"5055 S LAMON AVE, CHICAGO, IL 60638"
306,Block Level LSLR,PUBLIC,5059 S LAMON AVE,Completed,60638,23,2025-10-21 00:00:00,2025.0,10/2025,10-21,5059 S LAMON AVE,287,Block Level LSLR 5059 S LAMON AVE,"5059 S LAMON AVE, CHICAGO, IL 60638"
300,Block Level LSLR,CONSUMER,5045 S LAMON AVE,Completed,60638,23,2025-10-21 00:00:00,2025.0,10/2025,10-21,5045 S LAMON AVE,288,Block Level LSLR 5045 S LAMON AVE,"5045 S LAMON AVE, CHICAGO, IL 60638"
299,Block Level LSLR,PUBLIC,5045 S LAMON AVE,Completed,60638,23,2025-10-21 00:00:00,2025.0,10/2025,10-21,5045 S LAMON AVE,289,Block Level LSLR 5045 S LAMON AVE,"5045 S LAMON AVE, CHICAGO, IL 60638"
298,Block Level LSLR,CONSUMER,5043 S LAMON AVE,Completed,60638,23,2025-10-21 00:00:00,2025.0,10/2025,10-21,5043 S LAMON AVE,290,Block Level LSLR 5043 S LAMON AVE,"5043 S LAMON AVE, CHICAGO, IL 60638"
297,Block Level LSLR,PUBLIC,5043 S LAMON AVE,Completed,60638,23,2025-10-21 00:00:00,2025.0,10/2025,10-21,5043 S LAMON AVE,291,Block Level LSLR 5043 S LAMON AVE,"5043 S LAMON AVE, CHICAGO, IL 60638"
213,Block Level LSLR,PUBLIC,4817 S LAMON AVE,Completed,60638,22,2025-10-20 00:00:00,2025.0,10/2025,10-20,4817 S LAMON AVE,292,Block Level LSLR 4817 S LAMON AVE,"4817 S LAMON AVE, CHICAGO, IL 60638"
264,Block Level LSLR,PUBLIC,4941 S LAMON AVE,Completed,60638,22,2025-10-20 00:00:00,2025.0,10/2025,10-20,4941 S LAMON AVE,293,Block Level LSLR 4941 S LAMON AVE,"4941 S LAMON AVE, CHICAGO, IL 60638"
263,Block Level LSLR,CONSUMER,4941 S LAMON AVE,Completed,60638,22,2025-10-20 00:00:00,2025.0,10/2025,10-20,4941 S LAMON AVE,294,Block Level LSLR 4941 S LAMON AVE,"4941 S LAMON AVE, CHICAGO, IL 60638"
214,Block Level LSLR,CONSUMER,4817 S LAMON AVE,Completed,60638,22,2025-10-20 00:00:00,2025.0,10/2025,10-20,4817 S LAMON AVE,295,Block Level LSLR 4817 S LAMON AVE,"4817 S LAMON AVE, CHICAGO, IL 60638"
265,Block Level LSLR,CONSUMER,4943 S LAMON AVE,Completed,60638,22,2025-10-20 00:00:00,2025.0,10/2025,10-20,4943 S LAMON AVE,296,Block Level LSLR 4943 S LAMON AVE,"4943 S LAMON AVE, CHICAGO, IL 60638"
83,Block Level LSLR,PUBLIC,3022 S UNION AVE,Completed,60616,11,2025-10-20 00:00:00,2025.0,10/2025,10-20,3022 S UNION AVE,297,Block Level LSLR 3022 S UNION AVE,"3022 S UNION AVE, CHICAGO, IL 60616"
89,Block Level LSLR,PUBLIC,3027 S UNION AVE,Completed,60616,11,2025-10-20 00:00:00,2025.0,10/2025,10-20,3027 S UNION AVE,298,Block Level LSLR 3027 S UNION AVE,"3027 S UNION AVE, CHICAGO, IL 60616"
291,Block Level LSLR,PUBLIC,5029 S LAMON AVE,Completed,60638,23,2025-10-20 00:00:00,2025.0,10/2025,10-20,5029 S LAMON AVE,299,Block Level LSLR 5029 S LAMON AVE,"5029 S LAMON AVE, CHICAGO, IL 60638"
82,Block Level LSLR,CONSUMER,3022 S UNION AVE,Completed,60616,11,2025-10-20 00:00:00,2025.0,10/2025,10-20,3022 S UNION AVE,300,Block Level LSLR 3022 S UNION AVE,"3022 S UNION AVE, CHICAGO, IL 60616"
266,Block Level LSLR,PUBLIC,4943 S LAMON AVE,Completed,60638,22,2025-10-20 00:00:00,2025.0,10/2025,10-20,4943 S LAMON AVE,301,Block Level LSLR 4943 S LAMON AVE,"4943 S LAMON AVE, CHICAGO, IL 60638"
84,Block Level LSLR,CONSUMER,3023 S UNION AVE,Completed,60616,11,2025-10-20 00:00:00,2025.0,10/2025,10-20,3023 S UNION AVE,302,Block Level LSLR 3023 S UNION AVE,"3023 S UNION AVE, CHICAGO, IL 60616"
85,Block Level LSLR,PUBLIC,3023 S UNION AVE,Completed,60616,11,2025-10-20 00:00:00,2025.0,10/2025,10-20,3023 S UNION AVE,303,Block Level LSLR 3023 S UNION AVE,"3023 S UNION AVE, CHICAGO, IL 60616"
87,Block Level LSLR,PUBLIC,3026 S UNION AVE,Completed,60616,11,2025-10-20 00:00:00,2025.0,10/2025,10-20,3026 S UNION AVE,304,Block Level LSLR 3026 S UNION AVE,"3026 S UNION AVE, CHICAGO, IL 60616"
